,date_time,instrument,client,price,mid,vol_MM,dv01,num_dealers,side,won
234085,2019-08-07 13:56:52.0,B,A,141.9,142.9305,0.2,31.3712,5,1,0
234964,2019-05-02 14:53:46.0,H,F,110.035,109.9915,0.52,7.2438,5,-1,0
235561,2019-10-07 14:35:34.0,C,B,112.808,112.791,3.1,10.1967,5,-1,0
235564,2019-10-07 11:56:39.0,L,A,102.7,102.6854,4.75,4.9315,4,-1,0
235565,2019-10-07 12:54:55.0,E,A,102.742,102.7127,16.0,4.0,4,-1,0
235573,2019-10-07 15:11:26.0,F,A,125.929,125.8843,0.042,15.3324,5,-1,0
235765,2019-02-08 08:41:55.0,A,A,101.493,101.504,2.3,8.9602,5,1,0
235767,2019-02-08 14:11:45.0,E,B,100.567,100.5665,0.05,4.4519,5,-1,0
235821,2019-03-08 08:16:36.0,A,A,103.05,103.0548,0.024,9.0479,5,-1,0
235822,2019-03-08 16:10:28.0,F,A,109.607,109.506,0.036,13.4555,5,-1,0
235826,2019-03-08 08:46:44.0,B,A,108.012,108.0084,1.5,22.3318,6,-1,1
235828,2019-03-08 10:18:51.0,D,A,100.83,100.8096,4.0,14.1531,5,-1,0
235836,2019-03-08 11:50:27.0,G,D,104.095,104.0858,3.155,7.578,7,-1,0
235871,2019-04-08 08:43:59.0,D,A,101.792,101.852,3.0,14.2641,5,1,0
235873,2019-04-08 12:08:45.0,F,B,110.406,110.428,3.0,13.5238,5,1,0
235876,2019-04-08 07:26:48.0,F,A,110.299,110.2473,1.0,13.4981,5,-1,0
235881,2019-04-08 14:43:35.0,G,B,104.612,104.6122,0.004,7.5476,5,1,0
235890,2019-04-08 15:34:20.0,H,D,109.337,109.2977,1.36,7.2577,11,-1,0
235930,2019-05-08 10:12:48.0,D,A,103.725,103.772,0.75,14.5162,5,1,0
235933,2019-05-08 08:02:10.0,E,A,101.715,101.7347,3.0,4.2773,5,1,0
236023,2019-07-08 13:34:01.0,D,A,114.461,114.428,0.17,16.1042,5,-1,0
236024,2019-07-08 13:47:14.0,D,A,114.349,114.3289,0.7,16.084,5,-1,1
236025,2019-07-08 08:04:10.0,D,B,115.2,115.4458,1.63,16.2679,5,1,0
236027,2019-07-08 13:31:54.0,C,B,110.477,110.4748,2.905,10.1789,5,-1,0
236036,2019-07-08 09:01:33.0,B,A,132.499,132.156,5.129,28.5423,3,-1,0
236044,2019-07-08 09:30:07.0,B,A,131.993,131.8219,2.554,28.4635,3,-1,0
236045,2019-07-08 08:49:06.0,I,A,115.477,115.5933,6.7,5.8352,3,1,0
236051,2019-07-08 11:39:21.0,B,A,132.365,132.3204,0.013,28.5886,5,-1,0
236052,2019-07-08 12:30:48.0,D,A,114.864,114.8437,0.8,16.1693,5,-1,0
236053,2019-07-08 13:33:31.0,D,A,114.461,114.4407,0.7,16.1042,5,-1,0
236054,2019-07-08 08:37:11.0,C,B,110.841,110.8352,0.9,10.2183,5,-1,0
236056,2019-07-08 15:05:20.0,F,B,121.111,121.2475,0.032,14.8609,5,1,0
236058,2019-07-08 15:06:38.0,F,B,121.14,121.2592,0.032,14.8609,5,1,0
236059,2019-07-08 15:07:39.0,F,B,121.111,121.2592,0.032,14.8626,5,1,0
236099,2019-10-04 08:58:27.0,C,G,112.897,112.9222,1.4,10.1969,5,1,0
236142,2019-10-07 15:22:10.0,H,G,113.698,113.7134,0.6,7.12,5,1,0
236184,2019-10-09 13:10:03.0,A,F,111.791,111.8213,0.006,9.3811,1,1,1
236185,2019-10-09 13:12:11.0,D,F,119.411,119.483,0.002,16.7509,1,1,1
237502,2019-08-08 08:03:55.0,C,A,112.525,112.5252,3.3,10.3085,6,1,1
237510,2019-08-08 08:03:55.0,H,A,113.991,113.9383,3.8,7.2873,6,-1,0
237511,2019-08-08 08:03:55.0,B,A,140.518,140.556,1.0,30.7254,6,1,0
237514,2019-08-08 09:07:48.0,F,A,125.773,125.8632,1.5,15.4338,5,1,0
237515,2019-08-08 10:31:37.0,G,A,109.909,109.84,3.7,7.6491,6,-1,0
237539,2019-08-08 15:06:37.0,G,A,109.732,109.7092,0.093,7.6379,5,-1,0
237594,2019-10-08 14:02:49.0,B,A,142.119,142.0441,0.02,31.1414,5,-1,0
237595,2019-10-08 09:55:13.0,I,D,115.525,115.5049,0.014,5.5808,9,-1,0
237600,2019-10-08 09:17:43.0,J,A,118.857,118.8203,0.6,11.783,4,-1,0
237601,2019-10-08 09:19:16.0,L,A,102.709,102.6937,1.6,4.9315,4,-1,0
237602,2019-10-08 11:09:26.0,G,A,109.853,109.8782,1.0,7.4952,4,1,0
237603,2019-10-08 11:10:49.0,J,A,118.991,118.948,0.65,11.783,4,-1,0
237857,2019-04-09 13:26:10.0,A,B,103.81,103.8097,0.013,9.0492,5,1,0
237906,2019-05-09 12:30:34.0,A,B,104.664,104.6643,0.028,9.054,5,1,0
237908,2019-05-09 08:13:20.0,H,A,110.068,110.1645,10.0,7.2396,5,1,0
237982,2019-07-09 10:21:06.0,D,A,114.383,114.3326,0.75,16.0864,5,-1,0
237984,2019-07-09 08:55:00.0,B,B,131.88,131.7838,0.644,28.4409,5,-1,0
237985,2019-07-09 08:26:20.0,C,A,110.179,110.1782,6.0,10.1457,5,1,1
237993,2019-07-09 09:01:31.0,I,B,115.52,115.4979,2.0,5.8259,5,-1,0
237994,2019-07-09 09:53:41.0,A,B,110.066,110.0661,0.016,9.435,5,1,0
238010,2019-05-03 15:31:01.0,D,F,103.46,103.4098,0.05,14.4599,5,-1,0
238212,2019-05-16 08:16:36.0,B,G,113.6,113.6895,3.4,23.7259,4,1,0
239677,2019-05-16 15:18:20.0,H,F,110.46,110.4914,0.78,7.2463,5,1,0
239715,2019-05-17 15:05:05.0,C,F,105.555,105.4989,0.047,9.78,5,-1,0
239848,2019-05-28 08:28:12.0,L,G,101.152,101.2209,6.25,5.2025,4,1,0
239939,2019-05-31 09:02:50.0,A,F,106.96,106.9193,0.043,9.2191,2,-1,0
240624,2019-06-03 11:43:35.0,I,F,114.746,114.7654,0.885,5.8786,1,1,1
240691,2019-06-06 07:20:49.0,C,G,108.023,108.0048,0.6,9.9951,5,-1,0
240776,2019-06-10 15:35:05.0,A,G,108.041,108.0706,1.0,9.3147,5,1,0
241531,2019-06-14 14:41:35.0,L,G,101.65,101.675,9.2,5.1783,4,1,0
241584,2019-06-18 08:30:53.0,D,G,112.149,112.2223,4.6,15.7898,5,1,0
241625,2019-06-18 15:07:16.0,J,G,115.639,115.5682,1.5,11.7081,5,-1,0
241631,2019-06-18 15:30:52.0,C,G,110.266,110.2981,0.8,10.2125,5,1,0
241656,2019-06-19 10:52:00.0,A,G,109.65,109.5826,110.0,9.4401,1,-1,1
242972,2019-07-18 10:00:35.0,F,A,121.766,121.6577,1.0,14.8877,5,-1,0
242975,2019-07-18 15:08:27.0,B,A,131.492,131.5788,0.126,28.3681,5,1,0
242980,2019-07-18 15:09:41.0,E,A,102.584,102.616,0.228,4.1207,5,1,0
242989,2019-07-18 15:14:42.0,I,B,115.484,115.514,0.137,5.7976,5,1,0
242991,2019-07-18 10:01:56.0,J,A,115.881,115.7554,3.0,11.6484,6,-1,0
242993,2019-07-18 08:06:13.0,C,A,110.167,110.1378,7.25,10.1134,5,-1,0
243012,2019-07-18 15:15:43.0,I,B,115.474,115.514,0.137,5.7972,5,1,0
243055,2019-09-18 15:05:50.0,I,A,115.301,115.2726,0.137,5.6021,5,-1,0
243056,2019-09-18 10:10:45.0,I,A,115.13,102.4849,8.2,3.9499,3,-1,0
243066,2019-09-18 09:01:34.0,B,A,136.8,136.7317,2.0,29.6663,4,-1,0
243070,2019-09-18 15:06:20.0,C,C,111.957,111.9393,0.075,10.1123,5,-1,0
243113,2019-10-18 09:17:30.0,E,A,102.396,102.3914,1.91,4.0,5,-1,0
243116,2019-10-18 10:01:10.0,J,A,117.483,117.4547,2.25,11.6041,6,-1,0
243117,2019-10-18 10:57:33.0,F,A,124.451,124.3949,2.0,15.0314,6,-1,0
243119,2019-10-18 12:47:09.0,F,A,124.36,124.3164,1.9,15.0314,6,-1,0
243122,2019-10-18 14:36:13.0,F,A,124.405,124.3613,1.9,15.0314,6,-1,0
243128,2019-10-18 09:20:03.0,L,A,102.229,102.2238,4.88,4.9315,4,-1,0
243288,2019-02-19 12:59:28.0,A,B,101.662,101.6622,0.032,8.9538,5,-1,0
243329,2019-03-19 08:41:31.0,C,A,102.92,102.9395,6.5,9.6547,5,1,1
243344,2019-03-19 09:07:35.0,E,B,101.14,101.14,1.0,4.3823,5,-1,0
243345,2019-03-19 10:39:34.0,A,B,103.22,103.22,0.022,9.0422,5,1,0
243351,2019-03-19 08:36:48.0,B,A,108.008,108.1219,1.5,22.3504,6,1,0
243352,2019-03-19 10:24:50.0,C,A,102.895,102.923,6.5,9.6545,6,1,0
243454,2019-06-19 14:02:29.0,E,B,102.349,102.349,0.078,4.193,5,-1,0
243456,2019-06-19 14:45:52.0,C,B,110.021,110.0206,0.038,10.1811,5,-1,0
243457,2019-06-19 15:09:33.0,C,B,110.027,110.0271,0.067,10.1834,5,-1,0
243462,2019-06-19 15:09:06.0,I,A,115.374,115.3735,0.141,5.8731,5,-1,1
243514,2019-07-19 08:40:57.0,B,A,131.561,131.6365,4.5,28.3913,3,1,0
243520,2019-07-19 13:47:06.0,I,B,115.615,115.5799,0.008,5.7981,5,-1,0
243551,2019-08-19 08:00:15.0,D,A,120.997,120.7529,3.5,17.0219,5,-1,0
243553,2019-08-19 10:22:09.0,K,B,129.324,129.1377,0.004,7.0016,10,-1,0
243554,2019-08-19 14:46:55.0,B,B,142.021,142.6265,0.2,31.2611,10,1,0
243605,2019-09-19 15:10:13.0,G,A,109.202,109.181,0.328,7.4842,5,-1,0
244930,2019-06-21 15:16:36.0,J,G,115.03,115.0653,0.12,11.6357,5,1,0
244954,2019-06-24 15:30:24.0,L,G,101.957,101.9773,5.0,5.1748,5,1,0
244980,2019-06-25 15:25:09.0,D,G,114.726,114.7633,3.6,16.187,5,1,0
245034,2019-06-27 08:41:41.0,D,G,114.543,114.5846,5.0,16.1477,4,1,0
245387,2019-07-02 14:51:03.0,B,G,133.991,134.136,3.9,29.0875,5,1,0
245428,2019-07-03 13:14:30.0,B,G,136.696,136.717,2.5,29.7735,5,1,0
245437,2019-07-03 15:42:39.0,B,G,136.881,136.957,2.5,29.8392,5,1,0
245480,2019-07-05 07:27:25.0,E,G,102.802,102.8675,1.9,4.1695,5,1,0
247071,2019-07-08 14:54:57.0,H,G,112.89,112.9112,2.4,7.2979,5,1,0
247249,2019-07-15 14:07:36.0,J,G,114.515,114.5565,3.55,11.5195,5,1,0
247259,2019-07-16 07:40:25.0,L,G,101.952,102.0119,4.8,5.1162,5,1,0
247858,2019-07-18 07:28:41.0,J,G,115.413,115.4829,2.5,11.6161,5,1,0
247861,2019-07-18 08:02:36.0,J,G,115.689,115.5559,20.2,11.6229,4,-1,0
247866,2019-07-18 09:20:01.0,H,G,112.947,112.8489,1.2,7.2606,5,-1,0
247895,2019-07-19 09:23:31.0,I,G,115.526,115.5785,7.5,5.7981,4,1,0
247959,2019-07-23 10:12:28.0,C,G,110.307,110.3315,0.7,10.1248,7,1,0
248010,2019-07-24 12:19:44.0,A,G,110.602,110.5596,0.5,9.4433,6,-1,0
248011,2019-07-24 12:21:20.0,C,G,111.206,111.1814,0.8,10.2121,6,-1,0
248069,2019-07-25 15:39:49.0,A,G,110.341,110.3193,13.2,9.411,5,-1,1
248147,2019-07-30 09:34:20.0,F,G,122.398,122.4429,2.75,14.9733,4,1,0
248154,2019-07-30 14:03:56.0,B,G,132.268,132.3548,1.2,28.5561,5,1,0
248165,2019-07-09 11:21:25.0,H,A,112.995,112.951,5.45,7.2992,6,-1,0
248171,2019-07-09 11:20:14.0,B,A,131.637,131.5666,0.55,28.3958,5,-1,1
248204,2019-08-09 08:34:47.0,H,D,113.645,113.6739,0.032,7.2629,10,1,0
248205,2019-08-09 10:56:33.0,E,D,102.798,102.8179,0.261,4.0701,10,1,0
248209,2019-08-09 08:26:43.0,D,D,118.426,118.4761,0.053,16.677,10,1,0
248243,2019-09-09 07:40:08.0,C,A,112.109,112.3143,4.0,10.2064,5,1,0
248245,2019-09-09 07:43:52.0,B,A,138.535,139.2886,2.5,30.3297,5,1,0
248246,2019-09-09 08:35:46.0,G,A,109.745,109.7062,4.5,7.5556,5,-1,0
248247,2019-09-09 09:40:05.0,D,A,118.115,118.0667,2.75,16.5378,4,-1,1
248298,2019-10-09 14:31:08.0,A,A,111.728,111.6968,1.3,9.3811,5,-1,0
248312,2019-10-09 14:00:23.0,D,A,119.39,119.3453,0.31,16.7509,5,-1,0
248543,2019-04-10 15:37:29.0,F,D,111.054,111.004,1.735,13.6026,5,-1,0
248548,2019-04-10 13:52:55.0,K,B,126.503,126.5034,0.019,7.1768,5,1,1
248555,2019-04-10 13:29:43.0,G,D,104.96,104.9322,0.028,7.5688,9,-1,0
248601,2019-05-10 15:27:13.0,J,C,108.682,108.7826,0.651,11.0075,5,1,0
248645,2019-06-10 14:37:14.0,D,A,110.165,110.1266,0.7,15.4704,5,-1,0
248650,2019-06-10 08:11:53.0,F,A,118.481,118.4452,1.5,14.5286,6,-1,0
248651,2019-06-10 09:31:10.0,B,A,123.931,123.9322,1.0,26.4019,6,-1,0
248652,2019-06-10 09:40:01.0,C,C,108.162,108.1516,0.065,10.0057,5,-1,0
248696,2019-07-10 08:29:43.0,E,A,102.424,102.4947,13.5,4.1427,5,1,0
248704,2019-07-10 15:06:00.0,A,A,109.78,109.7837,1.242,9.4035,5,1,0
248710,2019-07-10 15:34:50.0,F,B,121.215,121.1406,0.017,14.8379,5,-1,0
249133,2019-08-02 14:46:39.0,A,G,111.299,111.2686,1.8,9.4838,6,-1,0
249142,2019-08-05 09:26:09.0,L,G,102.475,102.6794,2.6,5.1012,5,1,0
249652,2019-08-07 08:56:16.0,D,G,119.479,119.7124,1.2,16.8842,5,1,0
249657,2019-08-07 09:55:57.0,A,G,112.037,112.0571,1.7,9.5525,5,1,0
249750,2019-08-12 15:42:49.0,H,G,113.714,113.7404,0.2,7.2665,5,1,0
250694,2019-08-15 14:20:53.0,H,G,114.408,114.4646,2.5,7.3083,5,1,0
250852,2019-08-27 15:18:02.0,C,G,113.626,113.5908,3.7,10.374,6,-1,0
250868,2019-08-28 15:18:11.0,A,G,112.885,112.9239,1.0,9.58,6,1,0
250955,2019-09-03 12:26:58.0,J,F,119.62,119.4807,2.0,11.96,6,-1,0
251001,2019-09-05 07:43:16.0,C,G,112.392,112.3737,0.2,10.2175,5,-1,0
251547,2019-02-20 15:03:59.0,C,A,101.218,101.2127,0.129,9.5363,5,-1,0
251559,2019-02-20 13:22:20.0,B,A,106.067,106.0642,2.0,21.8474,6,-1,0
251607,2019-03-20 09:28:11.0,B,A,107.662,107.6565,1.25,22.2287,6,-1,0
251610,2019-03-20 07:38:10.0,I,B,113.208,113.1837,0.007,5.979,5,-1,0
251611,2019-03-20 13:36:34.0,K,B,125.875,125.8751,0.01,7.1883,5,1,1
251612,2019-03-20 13:37:08.0,A,B,103.045,103.0449,0.014,9.0221,5,1,0
251667,2019-05-20 08:31:22.0,C,D,105.319,105.4277,20.0,9.7712,10,1,0
251670,2019-05-20 14:26:46.0,A,B,105.565,105.5655,0.004,9.1207,5,1,0
251671,2019-05-20 09:30:05.0,H,D,110.626,110.5827,0.065,7.2483,11,-1,0
251675,2019-05-20 08:33:13.0,J,A,109.861,109.8956,0.5,11.119,5,1,0
251728,2019-06-20 14:23:14.0,E,A,102.381,102.3869,3.75,4.1867,5,1,0
251730,2019-06-20 15:14:53.0,B,A,131.683,131.7532,0.1,28.4688,5,1,0
251748,2019-06-20 11:01:40.0,A,B,109.948,109.948,0.004,9.4687,5,1,0
251751,2019-06-20 10:33:08.0,H,D,113.042,113.0025,0.2,7.3481,15,-1,0
251817,2019-08-20 08:33:48.0,A,B,112.688,112.4129,0.007,9.5529,10,-1,0
251821,2019-08-20 08:37:53.0,A,B,112.703,112.4232,0.007,9.5539,10,-1,0
251824,2019-08-20 15:14:04.0,J,B,120.072,119.7286,0.345,12.0255,10,-1,0
251830,2019-08-20 08:42:18.0,J,A,119.083,119.3831,6.75,11.9864,5,1,0
251831,2019-08-20 09:44:28.0,H,A,114.47,114.1101,9.75,7.2731,5,-1,0
252038,2019-02-21 16:30:12.0,G,C,103.094,103.1288,0.289,7.5357,5,1,1
252039,2019-02-21 11:19:24.0,K,B,125.389,125.3895,0.029,7.2197,5,1,0
252045,2019-02-21 15:47:00.0,I,D,112.809,112.7635,0.526,6.0177,14,-1,0
252046,2019-02-21 15:52:28.0,E,D,100.685,100.6985,0.617,4.4235,15,1,0
252098,2019-03-21 11:09:24.0,E,A,101.277,101.1984,5.0,4.3746,5,-1,0
252543,2019-09-13 08:55:56.0,D,G,117.215,117.3559,1.5,16.408,5,1,0
253285,2019-01-28 15:43:28.0,A,F,101.533,101.5121,2.024,8.992,5,-1,0
253288,2019-01-28 16:11:12.0,J,F,105.208,105.1683,0.024,10.8267,5,-1,0
253345,2019-01-30 10:27:39.0,G,F,102.908,102.8374,0.99,7.5712,5,-1,0
253355,2019-01-30 14:13:20.0,J,F,104.825,104.7917,0.073,10.7772,7,-1,0
253367,2019-01-30 16:19:04.0,A,F,101.352,101.3083,1.372,8.9665,5,-1,0
253391,2019-01-31 13:00:49.0,E,F,100.587,100.627,5.0,4.4769,5,1,0
254403,2019-10-03 11:06:04.0,L,G,102.682,102.6825,8.7,4.9342,5,-1,0
254531,2019-10-10 15:13:05.0,I,G,115.078,115.0981,4.6,5.5808,7,1,0
254655,2019-10-17 15:11:56.0,A,F,111.05,111.0083,0.5,9.3811,7,-1,0
254830,2019-02-01 13:57:53.0,A,G,101.745,101.7151,5.8,8.9982,4,-1,0
254839,2019-02-04 08:21:05.0,F,F,107.423,107.3431,0.9,13.216,6,-1,0
254842,2019-02-04 10:01:44.0,G,F,102.982,102.934,1.5,7.5671,7,-1,0
254848,2019-02-04 11:48:28.0,H,G,107.765,107.7838,9.0,7.3018,3,1,0
254918,2019-02-06 11:04:16.0,F,G,107.042,107.107,9.9,13.1788,3,1,0
254930,2019-02-06 14:05:05.0,A,F,101.43,101.4209,2.0,8.9604,7,-1,0
254937,2019-02-06 16:26:53.0,A,F,101.336,101.32,0.001,8.9508,4,-1,1
254982,2019-10-10 11:49:08.0,I,A,115.205,115.2086,10.5,5.5808,4,1,0
254983,2019-10-10 11:49:55.0,D,A,118.768,118.8052,3.25,16.7509,4,1,0
255165,2019-02-11 12:43:23.0,C,A,100.817,100.7879,4.3,9.5105,6,-1,0
255166,2019-02-11 13:32:27.0,C,A,100.913,100.8596,4.2,9.5183,6,-1,0
255210,2019-03-11 15:10:18.0,G,B,104.149,104.1491,0.004,7.5809,5,-1,0
255213,2019-03-11 15:39:06.0,G,D,104.186,104.1502,0.012,7.5811,3,-1,0
255278,2019-04-11 13:00:14.0,A,B,104.682,104.6819,0.023,9.1264,5,-1,0
255281,2019-04-11 07:58:38.0,G,D,104.911,104.9114,0.012,7.5591,7,-1,0
255282,2019-04-11 07:58:38.0,I,D,113.888,113.8413,0.03,5.957,7,-1,0
255286,2019-04-11 09:17:17.0,D,A,102.867,102.9121,4.0,14.4267,6,1,0
255291,2019-04-11 15:07:15.0,I,C,114.124,114.1066,1.4,5.9744,5,-1,1
255383,2019-06-11 08:29:07.0,B,B,124.488,124.3153,17.56,26.5047,4,-1,0
255388,2019-06-11 12:12:10.0,H,B,112.132,112.1567,12.5,7.3121,5,1,0
255391,2019-06-11 14:00:29.0,C,A,108.535,108.5068,6.0,10.0412,5,-1,0
255395,2019-06-11 11:49:56.0,H,A,112.135,112.1594,8.0,7.3128,6,1,0
255396,2019-06-11 12:45:36.0,J,A,113.571,113.5328,0.5,11.4891,6,-1,0
255397,2019-06-11 12:43:46.0,C,A,108.548,108.5236,6.0,10.0436,6,-1,0
255399,2019-06-11 14:30:42.0,D,A,110.643,110.675,0.5,15.5579,6,1,0
255402,2019-06-11 15:06:36.0,I,C,115.027,114.9993,0.093,5.8715,5,-1,0
255451,2019-07-11 11:43:07.0,H,A,112.981,112.9808,0.8,7.2903,5,-1,1
255452,2019-07-11 11:43:08.0,G,A,108.7,108.7032,0.8,7.6324,5,-1,1
255456,2019-07-11 10:35:15.0,F,A,121.349,121.2259,0.75,14.8438,5,-1,0
255458,2019-07-11 15:10:48.0,L,A,101.991,102.017,0.192,5.1249,5,1,0
255473,2019-07-11 11:44:55.0,E,A,102.487,102.5239,8.1,4.1359,6,1,0
255513,2019-02-08 10:37:33.0,F,G,107.259,107.2855,5.7,13.1954,3,1,0
255526,2019-02-08 15:36:25.0,A,F,101.531,101.5147,0.004,8.9608,5,-1,1
255592,2019-02-13 09:42:43.0,I,F,112.604,112.556,2.5,6.0303,5,-1,0
255593,2019-02-13 09:43:13.0,K,F,125.179,125.1386,1.2,7.2278,5,-1,0
255723,2019-02-19 10:48:51.0,C,G,101.132,101.1351,10.2,9.528,5,1,0
255797,2019-02-22 14:43:06.0,F,F,107.78,107.8565,0.1,13.2481,7,1,0
255800,2019-02-22 16:22:59.0,F,F,108.073,107.919,0.074,13.2571,4,-1,0
255836,2019-02-25 16:18:14.0,I,F,113.036,112.9909,0.004,6.0272,5,-1,0
255838,2019-02-25 16:21:17.0,F,F,108.205,108.145,0.103,13.2875,5,-1,0
255877,2019-10-25 14:30:22.0,A,G,110.688,110.7092,0.03,9.3811,8,1,0
256789,2019-05-21 08:19:26.0,D,A,104.96,104.8698,7.0,14.6635,5,-1,0
256790,2019-05-21 08:20:13.0,C,A,105.378,105.4081,9.0,9.7659,5,1,0
256803,2019-05-21 08:16:08.0,B,A,113.886,113.8423,0.5,23.7639,5,-1,0
256849,2019-06-21 08:49:26.0,H,A,112.72,112.6899,1.5,7.3216,5,-1,0
256850,2019-06-21 10:53:19.0,J,A,115.296,115.2878,2.0,11.6629,5,-1,1
256855,2019-06-21 09:04:14.0,E,D,102.329,102.304,0.54,4.1796,17,-1,0
256857,2019-06-21 09:12:12.0,I,D,115.265,115.2344,0.442,5.8535,19,-1,0
256867,2019-06-21 15:05:34.0,C,C,109.678,109.7015,1.864,10.1375,5,1,0
256950,2019-08-21 11:44:57.0,D,A,120.907,120.4823,2.0,16.9752,5,-1,0
256955,2019-08-21 14:12:37.0,B,B,143.83,143.707,1.05,31.547,5,-1,0
256960,2019-08-21 12:57:59.0,B,B,142.57,143.2465,0.001,31.426,10,1,0
257033,2019-10-21 10:59:54.0,I,A,114.746,114.763,3.75,5.5808,5,1,1
257037,2019-10-21 10:49:49.0,H,A,112.719,112.7334,1.5,7.12,5,1,0
257053,2019-10-21 13:25:31.0,K,B,127.419,127.3861,0.006,6.8256,10,-1,0
257055,2019-10-21 13:25:40.0,K,B,127.35,127.383,0.004,6.8256,10,1,0
257275,2019-02-22 10:49:22.0,K,B,125.504,125.5037,0.022,7.2251,5,-1,0
257276,2019-02-22 11:34:34.0,A,B,101.982,101.9822,0.027,8.974,5,1,0
257279,2019-02-22 10:32:59.0,B,A,106.275,106.3714,1.45,21.9184,6,1,0
257322,2019-03-22 13:13:41.0,E,A,101.305,101.2838,2.5,4.3764,5,-1,0
257327,2019-03-22 14:54:08.0,K,B,126.392,126.3915,0.024,7.2141,5,-1,0
257329,2019-03-22 16:15:56.0,F,B,110.684,110.6482,0.142,13.5903,5,-1,0
257332,2019-03-22 16:15:14.0,E,C,101.347,101.3215,0.036,4.3778,5,-1,0
257334,2019-03-22 16:07:52.0,C,A,103.645,103.64,0.22,9.7188,5,-1,0
257932,2019-09-11 09:08:44.0,F,A,123.692,123.6531,6.0,15.0418,4,-1,1
257933,2019-09-11 10:05:23.0,D,A,117.189,117.1144,4.8,16.3829,4,-1,0
257947,2019-09-11 15:13:20.0,F,A,124.012,124.052,1.044,15.0941,6,1,0
257950,2019-09-11 10:17:20.0,I,A,115.452,115.4366,27.0,5.6472,1,-1,1
257986,2019-10-11 09:43:21.0,E,A,102.52,102.5407,51.5,4.0,3,1,1
258159,2019-02-12 16:06:22.0,E,A,100.562,100.562,0.023,4.4465,5,1,0
258162,2019-02-12 16:27:30.0,I,D,112.573,112.5931,2.646,6.0354,5,1,1
258213,2019-03-12 10:16:38.0,H,A,108.772,108.7715,1.0,7.2874,5,1,0
258261,2019-04-12 15:06:05.0,B,B,111.016,111.1213,0.002,23.1014,5,1,0
258267,2019-04-12 11:40:15.0,D,A,102.751,102.8309,2.0,14.4115,6,1,1
258346,2019-06-12 15:40:55.0,K,D,128.01,128.031,3.786,7.1123,5,1,0
258359,2019-06-12 15:08:19.0,I,A,114.919,114.9194,0.141,5.8638,5,-1,1
258362,2019-06-12 15:12:05.0,C,A,108.433,108.433,0.119,10.0309,5,-1,0
258365,2019-06-12 14:26:23.0,A,B,108.218,108.2182,0.3,9.3241,5,-1,0
258368,2019-06-12 15:12:41.0,K,B,128.01,128.0097,0.033,7.1134,5,1,1
258370,2019-06-12 15:17:55.0,B,A,124.394,124.4166,1.94,26.5333,4,1,0
258372,2019-06-12 09:19:25.0,E,A,102.047,102.0423,5.25,4.1969,6,-1,0
258374,2019-06-12 12:09:50.0,G,A,107.664,107.6937,2.75,7.6333,6,1,0
258375,2019-06-12 12:09:50.0,E,A,102.014,102.0147,5.25,4.1953,6,-1,0
258411,2019-07-12 07:49:56.0,D,A,112.741,112.6802,2.0,15.8092,5,-1,0
258412,2019-07-12 08:43:19.0,B,A,126.504,126.5342,0.018,27.0125,5,-1,0
258414,2019-07-12 10:28:12.0,F,A,119.419,119.128,3.75,14.5441,5,-1,0
258418,2019-07-12 12:25:04.0,B,D,127.755,127.0758,6.114,27.1867,10,-1,0
258420,2019-07-12 07:20:20.0,B,A,128.312,128.3673,4.028,27.5202,2,-1,1
258421,2019-07-12 11:03:21.0,A,B,108.489,108.489,0.008,9.2666,5,1,0
258426,2019-07-12 15:21:31.0,D,B,111.743,111.7494,0.095,15.6603,5,1,0
258464,2019-08-12 13:03:58.0,B,B,138.52,103.6539,1.539,10.2828,5,-1,0
258465,2019-08-12 14:01:32.0,J,A,117.938,117.9383,0.09,11.8409,5,1,1
258469,2019-08-12 15:14:35.0,L,C,102.629,102.6415,0.97,5.0799,5,1,1
258476,2019-08-12 15:11:42.0,G,A,109.58,109.5804,0.336,7.622,5,1,0
258479,2019-08-12 15:19:58.0,H,C,113.699,113.7283,0.271,7.265,5,1,0
258538,2019-09-12 13:32:59.0,A,B,111.38,112.0753,0.25,9.4525,5,1,0
258540,2019-09-12 08:50:11.0,H,A,113.616,113.5863,2.0,7.1654,4,-1,0
258555,2019-09-12 07:58:59.0,J,A,117.784,117.8218,5.6,11.7398,5,1,0
258560,2019-09-12 15:26:02.0,E,A,102.603,102.5975,0.285,3.9656,6,-1,0
258565,2019-09-12 11:58:06.0,A,A,112.189,111.8417,19.0,9.4273,2,-1,1
259168,2019-02-27 16:16:58.0,F,F,108.048,108.048,0.1,13.2692,5,-1,0
259258,2019-03-04 13:40:07.0,B,G,105.647,105.712,4.4,21.7321,5,1,0
260810,2019-02-13 11:51:49.0,B,A,105.194,105.1088,2.0,21.6,6,-1,0
260811,2019-02-13 14:36:36.0,A,A,101.318,101.3341,7.0,8.9362,6,1,0
260813,2019-02-13 07:52:14.0,I,B,112.57,112.5702,0.319,6.0313,5,-1,0
260864,2019-03-13 16:06:22.0,C,B,102.393,102.3927,0.047,9.6135,5,-1,0
260865,2019-03-13 09:11:06.0,B,A,107.961,108.0295,2.0,22.3325,6,1,0
260866,2019-03-13 09:23:27.0,H,D,108.758,108.7146,0.231,7.28,7,-1,0
260869,2019-03-13 09:23:27.0,G,D,104.005,103.9751,0.005,7.5609,7,-1,0
